team,year,player_name,dob,batting_style,bowling_style,nationality
South Africa,2007,Justin Kemp,1977-10-02,Right-handed,Fast seam,South African
South Africa,2007,Albie Morkel,1981-06-10,Left-handed,,South African
South Africa,2007,Vernon Philander,1985-06-24,Right-handed,Fast seam,South African
South Africa,2007,Shaun Pollock,1973-07-16,Right-handed,Fast seam,South African
South Africa,2007,Johan van der Wath,,,,
South Africa,2007,Morne Morkel,1984-10-06,Left-handed,Fast seam,South African
South Africa,2007,Andre Nel,1977-07-15,Right-handed,Right-arm fast-medium,South African
South Africa,2007,Makhaya Ntini,1977-07-06,Right-handed,Fast seam,South African
South Africa,2007,Thandi Tshabalala,,,,
South Africa,2009,Graeme Smith,1981-02-01,Left-handed,Off spin,South African
South Africa,2009,Mark Boucher,1976-12-03,Right-handed,Medium seam,South African
South Africa,2009,AB de Villiers,1984-02-17,Right-handed,Medium seam,South African
South Africa,2009,Herschelle Gibbs,1974-02-23,Right-handed,Leg spin,South African
South Africa,2009,Johan Botha,1982-05-02,Left-handed,Right-arm off break,South African
South Africa,2009,Jean-Paul Duminy,,,,
South Africa,2009,Jacques Kallis,1975-10-16,Right-handed,Fast seam,South African
South Africa,2009,Albie Morkel,1981-06-10,Left-handed,,South African
South Africa,2009,Justin Ontong,,,,
South Africa,2009,Roelof van der Merwe,1984-12-31,Right-handed,Slow left-arm orthodox,
South Africa,2009,Yusuf Abdulla,,,,
South Africa,2009,Morne Morkel,1984-10-06,Left-handed,Fast seam,South African
South Africa,2009,Wayne Parnell,1989-07-30,Left-handed,Left-arm fast-medium,South African
South Africa,2009,Robin Peterson,1979-08-04,Right-handed,Slow left-arm orthodox,South African
South Africa,2009,Dale Steyn,1983-06-27,Right-handed,Fast seam,South African
South Africa,2010,Graeme Smith,1981-02-01,Left-handed,Off spin,South African
South Africa,2010,Loots Bosman,1977-04-14,Right-handed,Right-arm medium,South African
South Africa,2010,Mark Boucher,1976-12-03,Right-handed,Medium seam,South African
South Africa,2010,AB de Villiers,1984-02-17,Right-handed,Medium seam,South African
South Africa,2010,Herschelle Gibbs,1974-02-23,Right-handed,Leg spin,South African
South Africa,2010,Jacques Kallis,1975-10-16,Right-handed,Fast seam,South African
South Africa,2010,Johan Botha,1982-05-02,Left-handed,Right-arm off break,South African
South Africa,2010,Jean-Paul Duminy,,,,
South Africa,2010,Albie Morkel,1981-06-10,Left-handed,,South African
South Africa,2010,Roelof van der Merwe,1984-12-31,Right-handed,Slow left-arm orthodox,
South Africa,2010,Rory Kleinveldt,1983-03-15,Right-handed,,South African
South Africa,2010,Charl Langeveldt,1974-12-17,Left-handed,Right-arm fast-medium,South African
South Africa,2010,Morne Morkel,1984-10-06,Left-handed,Fast seam,South African
South Africa,2010,Dale Steyn,1983-06-27,Right-handed,Fast seam,South African
South Africa,2010,Rusty Theron,1985-07-24,Right-handed,Fast seam,
South Africa,2012,AB de Villiers,1984-02-17,Right-handed,Medium seam,South African
South Africa,2012,Hashim Amla,1983-03-31,Right-handed,Medium seam,South African
South Africa,2012,Faf du Plessis,1984-07-13,Right-handed,Leg spin,South African
South Africa,2012,Richard Levi,,,,
South Africa,2012,Farhaan Behardien,1983-10-09,Right-handed,Right-arm medium,South African
South Africa,2012,Johan Botha,1982-05-02,Left-handed,Right-arm off break,South African
South Africa,2012,Jean-Paul Duminy,,,,
South Africa,2012,Jacques Kallis,1975-10-16,Right-handed,Fast seam,South African
South Africa,2012,Albie Morkel,1981-06-10,Left-handed,,South African
South Africa,2012,Justin Ontong,,,,
South Africa,2012,Morne Morkel,1984-10-06,Left-handed,Fast seam,South African
South Africa,2012,Wayne Parnell,1989-07-30,Left-handed,Left-arm fast-medium,South African
South Africa,2012,Robin Peterson,1979-08-04,Right-handed,Slow left-arm orthodox,South African
South Africa,2012,Dale Steyn,1983-06-27,Right-handed,Fast seam,South African
South Africa,2012,Lonwabo Tsotsobe,1984-03-07,Right-handed,Left-arm fast-medium,South African
South Africa,2014,Faf du Plessis,1984-07-13,Right-handed,Leg spin,South African
South Africa,2014,Hashim Amla,1983-03-31,Right-handed,Medium seam,South African
South Africa,2014,Quinton de Kock,1992-12-17,Left-handed,Wicket-keeper,South African
South Africa,2014,AB de Villiers,1984-02-17,Right-handed,Medium seam,South African
South Africa,2014,David Miller,1989-06-10,Left-handed,Off spin,South African
South Africa,2014,Farhaan Behardien,1983-10-09,Right-handed,Right-arm medium,South African
South Africa,2014,Jean-Paul Duminy,,,,
South Africa,2014,Albie Morkel,1981-06-10,Left-handed,,South African
South Africa,2014,Beuran Hendricks,1990-06-08,Left-handed,Fast seam,South African
South Africa,2014,Imran Tahir,1979-03-27,Right-handed,Leg spin,South African
South Africa,2014,Morne Morkel,1984-10-06,Left-handed,Fast seam,South African
South Africa,2014,Wayne Parnell,1989-07-30,Left-handed,Left-arm fast-medium,South African
South Africa,2014,Aaron Phangiso,1984-01-21,Right-handed,Slow left-arm orthodox,South African
South Africa,2014,Dale Steyn,1983-06-27,Right-handed,Fast seam,South African
South Africa,2014,Lonwabo Tsotsobe,1984-03-07,Right-handed,Left-arm fast-medium,South African
South Africa,2016,Faf du Plessis,1984-07-13,Right-handed,Leg spin,South African
South Africa,2016,Hashim Amla,1983-03-31,Right-handed,Medium seam,South African
South Africa,2016,Quinton de Kock,1992-12-17,Left-handed,Wicket-keeper,South African
South Africa,2016,AB de Villiers,1984-02-17,Right-handed,Medium seam,South African
South Africa,2016,David Miller,1989-06-10,Left-handed,Off spin,South African
South Africa,2016,Rilee Rossouw,1989-10-09,Left-handed,,South African
South Africa,2016,Farhaan Behardien,1983-10-09,Right-handed,Right-arm medium,South African
South Africa,2016,Jean-Paul Duminy,,,,
South Africa,2016,Chris Morris,1987-04-30,Right-handed,Fast seam,South African
South Africa,2016,David Wiese,,Right-handed,Medium seam,
South Africa,2016,Kyle Abbott,1987-06-18,Right-handed,Right-arm fast-medium,South African
South Africa,2016,Imran Tahir,1979-03-27,Right-handed,Leg spin,South African
South Africa,2016,Aaron Phangiso,1984-01-21,Right-handed,Slow left-arm orthodox,South African
South Africa,2016,Kagiso Rabada,1995-05-25,Left-handed,Fast seam,South African
South Africa,2016,Dale Steyn,1983-06-27,Right-handed,Fast seam,South African
South Africa,2021,Temba Bavuma,1990-05-17,Right-handed,Medium seam,South African
South Africa,2021,Quinton de Kock,1992-12-17,Left-handed,Wicket-keeper,South African
South Africa,2021,Reeza Hendricks,1989-08-14,Right-handed,Off spin,South African
South Africa,2021,Heinrich Klaasen,1991-07-30,Right-handed,Right-arm off spin,South African
South Africa,2021,Aiden Markram,1994-10-04,Right-handed,Off spin,South African
South Africa,2021,David Miller,1989-06-10,Left-handed,Off spin,South African
South Africa,2021,Rassie van der Dussen,1989-02-07,Right-handed,Leg spin,South African
South Africa,2021,Wiaan Mulder,1998-02-19,Right-handed,Medium seam,South African
South Africa,2021,Dwaine Pretorius,1989-03-29,Right-handed,Medium seam,South African
South Africa,2021,Bjorn Fortuin,1994-10-21,Right-handed,Orthodox spin,South African
South Africa,2021,Keshav Maharaj,1990-02-07,Right-handed,Orthodox spin,South African
South Africa,2021,Lungi Ngidi,1996-03-29,Right-handed,Fast seam,South African
South Africa,2021,Anrich Nortje,1993-11-16,Right-handed,Fast seam,South African
South Africa,2021,Kagiso Rabada,1995-05-25,Left-handed,Fast seam,South African
South Africa,2021,Tabraiz Shamsi,1990-02-18,Right-handed,Unorthodox spin,South African
South Africa,2022,Temba Bavuma,1990-05-17,Right-handed,Medium seam,South African
South Africa,2022,Quinton de Kock,1992-12-17,Left-handed,Wicket-keeper,South African
South Africa,2022,Reeza Hendricks,1989-08-14,Right-handed,Off spin,South African
South Africa,2022,Heinrich Klaasen,1991-07-30,Right-handed,Right-arm off spin,South African
South Africa,2022,Aiden Markram,1994-10-04,Right-handed,Off spin,South African
South Africa,2022,David Miller,1989-06-10,Left-handed,Off spin,South African
South Africa,2022,Rilee Rossouw,1989-10-09,Left-handed,,South African
South Africa,2022,Tristan Stubbs,2000-08-14,Right-handed,Right-arm off spin,
South Africa,2022,Keshav Maharaj,1990-02-07,Right-handed,Orthodox spin,South African
South Africa,2022,Lungi Ngidi,1996-03-29,Right-handed,Fast seam,South African
South Africa,2022,Anrich Nortje,1993-11-16,Right-handed,Fast seam,South African
South Africa,2022,Wayne Parnell,1989-07-30,Left-handed,Left-arm fast-medium,South African
South Africa,2022,Kagiso Rabada,1995-05-25,Left-handed,Fast seam,South African
South Africa,2022,Tabraiz Shamsi,1990-02-18,Right-handed,Unorthodox spin,South African
South Africa,2024,Aiden Markram,1994-10-04,Right-handed,Off spin,South African
South Africa,2024,Quinton de Kock,1992-12-17,Left-handed,Wicket-keeper,South African
South Africa,2024,Reeza Hendricks,1989-08-14,Right-handed,Off spin,South African
South Africa,2024,Heinrich Klaasen,1991-07-30,Right-handed,Right-arm off spin,South African
South Africa,2024,David Miller,1989-06-10,Left-handed,Off spin,South African
South Africa,2024,Ryan Rickelton,1996-07-11,Left-handed,Slow left-arm orthodox,
South Africa,2024,Tristan Stubbs,2000-08-14,Right-handed,Right-arm off spin,
South Africa,2024,Marco Jansen,2000-05-01,Right-handed,Left-arm fast,
South Africa,2024,Ottneil Baartman,,,,
South Africa,2024,Gerald Coetzee,2000-10-02,Right-handed,Right-arm fast,
South Africa,2024,Bjorn Fortuin,1994-10-21,Right-handed,Orthodox spin,South African
South Africa,2024,Keshav Maharaj,1990-02-07,Right-handed,Orthodox spin,South African
South Africa,2024,Anrich Nortje,1993-11-16,Right-handed,Fast seam,South African
South Africa,2024,Kagiso Rabada,1995-05-25,Left-handed,Fast seam,South African
South Africa,2024,Tabraiz Shamsi,1990-02-18,Right-handed,Unorthodox spin,South African
Sri Lanka,2007,Mahela Jayawardene,1977-05-27,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2007,Kumar Sangakkara,1977-10-27,Left-handed,Off spin,Sri Lankan
Sri Lanka,2007,Chamara Silva,,Right-handed,Right-arm leg break,
Sri Lanka,2007,Upul Tharanga,1985-02-02,Left-handed,,Sri Lankan
Sri Lanka,2007,Tillakaratne Dilshan,1976-10-14,Right-handed,Off spin,Sri Lankan
Sri Lanka,2007,Hasantha Fernando,,,,
Sri Lanka,2007,Sanath Jayasuriya,1969-06-30,Left-handed,Orthodox spin,Sri Lankan
Sri Lanka,2007,Kaushal Lokuarachchi,,,,
Sri Lanka,2007,Farveez Maharoof,1984-09-07,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2007,Jehan Mubarak,2012-09-06,Left-handed,Right-arm off break,Sri Lankan
Sri Lanka,2007,Dilruwan Perera,1982-07-22,Right-handed,Off spin,Sri Lankan
Sri Lanka,2007,Gayan Wijekoon,,,,
Sri Lanka,2007,Dilhara Fernando,1979-07-19,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2007,Lasith Malinga,1983-08-28,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2007,Chaminda Vaas,1974-01-27,Left-handed,Fast seam,Sri Lankan
Sri Lanka,2009,Kumar Sangakkara,1977-10-27,Left-handed,Off spin,Sri Lankan
Sri Lanka,2009,Mahela Jayawardene,1977-05-27,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2009,Chamara Silva,,Right-handed,Right-arm leg break,
Sri Lanka,2009,Tillakaratne Dilshan,1976-10-14,Right-handed,Off spin,Sri Lankan
Sri Lanka,2009,Sanath Jayasuriya,1969-06-30,Left-handed,Orthodox spin,Sri Lankan
Sri Lanka,2009,Farveez Maharoof,1984-09-07,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2009,Angelo Mathews,1987-06-02,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2009,Jehan Mubarak,2012-09-06,Left-handed,Right-arm off break,Sri Lankan
Sri Lanka,2009,Isuru Udana,1988-02-17,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2009,Muthiah Muralidaran,,,,
Sri Lanka,2009,Nuwan Kulasekara,1982-07-22,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2009,Lasith Malinga,1983-08-28,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2009,Ajantha Mendis,1985-03-11,Right-handed,Off spin,Sri Lankan
Sri Lanka,2009,Thilan Thushara,,,,
Sri Lanka,2009,Indika de Saram,,,,
Sri Lanka,2010,Kumar Sangakkara,1977-10-27,Left-handed,Off spin,Sri Lankan
Sri Lanka,2010,Dinesh Chandimal,1989-11-18,Right-handed,Off spin,Sri Lankan
Sri Lanka,2010,Mahela Jayawardene,1977-05-27,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2010,Chamara Kapugedera,1987-02-24,Right-handed,Right-arm medium,Sri Lankan
Sri Lanka,2010,Tillakaratne Dilshan,1976-10-14,Right-handed,Off spin,Sri Lankan
Sri Lanka,2010,Chinthaka Jayasinghe,,,,
Sri Lanka,2010,Sanath Jayasuriya,1969-06-30,Left-handed,Orthodox spin,Sri Lankan
Sri Lanka,2010,Angelo Mathews,1987-06-02,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2010,Thisara Perera,1989-04-03,Left-handed,Medium seam,Sri Lankan
Sri Lanka,2010,Nuwan Kulasekara,1982-07-22,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2010,Lasith Malinga,1983-08-28,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2010,Ajantha Mendis,1985-03-11,Right-handed,Off spin,Sri Lankan
Sri Lanka,2010,Suraj Randiv,1985-01-30,Left-handed,Right-arm off break,Sri Lankan
Sri Lanka,2010,Thilan Thushara,,,,
Sri Lanka,2010,Chanaka Welegedara,,,,
Sri Lanka,2012,Mahela Jayawardene,1977-05-27,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2012,Dinesh Chandimal,1989-11-18,Right-handed,Off spin,Sri Lankan
Sri Lanka,2012,Dilshan Munaweera,1989-04-24,Right-handed,,Sri Lankan
Sri Lanka,2012,Kumar Sangakkara,1977-10-27,Left-handed,Off spin,Sri Lankan
Sri Lanka,2012,Lahiru Thirimanne,1989-08-09,Left-handed,Medium seam,Sri Lankan
Sri Lanka,2012,Angelo Mathews,1987-06-02,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2012,Akila Dananjaya,1993-10-04,Left-handed,Off spin,Sri Lankan
Sri Lanka,2012,Tillakaratne Dilshan,1976-10-14,Right-handed,Off spin,Sri Lankan
Sri Lanka,2012,Jeevan Mendis,1983-01-15,Left-handed,Leg spin,Sri Lankan
Sri Lanka,2012,Thisara Perera,1989-04-03,Left-handed,Medium seam,Sri Lankan
Sri Lanka,2012,Shaminda Eranga,1986-06-23,Right-handed,,Sri Lankan
Sri Lanka,2012,Rangana Herath,1978-03-19,Left-handed,Orthodox spin,Sri Lankan
Sri Lanka,2012,Nuwan Kulasekara,1982-07-22,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2012,Lasith Malinga,1983-08-28,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2012,Ajantha Mendis,1985-03-11,Right-handed,Off spin,Sri Lankan
Sri Lanka,2014,Dinesh Chandimal,1989-11-18,Right-handed,Off spin,Sri Lankan
Sri Lanka,2014,Mahela Jayawardene,1977-05-27,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2014,Kusal Perera,1990-08-17,Left-handed,Left-arm medium,Sri Lankan
Sri Lanka,2014,Kumar Sangakkara,1977-10-27,Left-handed,Off spin,Sri Lankan
Sri Lanka,2014,Lahiru Thirimanne,1989-08-09,Left-handed,Medium seam,Sri Lankan
Sri Lanka,2014,Tillakaratne Dilshan,1976-10-14,Right-handed,Off spin,Sri Lankan
Sri Lanka,2014,Angelo Mathews,1987-06-02,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2014,Thisara Perera,1989-04-03,Left-handed,Medium seam,Sri Lankan
Sri Lanka,2014,Seekkuge Prasanna,1985-06-27,Right-handed,,Sri Lankan
Sri Lanka,2014,Lasith Malinga,1983-08-28,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2014,Rangana Herath,1978-03-19,Left-handed,Orthodox spin,Sri Lankan
Sri Lanka,2014,Nuwan Kulasekara,1982-07-22,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2014,Suranga Lakmal,1987-03-10,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2014,Ajantha Mendis,1985-03-11,Right-handed,Off spin,Sri Lankan
Sri Lanka,2014,Sachithra Senanayake,1985-02-09,Right-handed,Right-arm off break,Sri Lankan
Sri Lanka,2016,Dinesh Chandimal,1989-11-18,Right-handed,Off spin,Sri Lankan
Sri Lanka,2016,Chamara Kapugedera,1987-02-24,Right-handed,Right-arm medium,Sri Lankan
Sri Lanka,2016,Lahiru Thirimanne,1989-08-09,Left-handed,Medium seam,Sri Lankan
Sri Lanka,2016,Angelo Mathews,1987-06-02,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2016,Tillakaratne Dilshan,1976-10-14,Right-handed,Off spin,Sri Lankan
Sri Lanka,2016,Shehan Jayasuriya,1991-09-12,Left-handed,Off spin,Sri Lankan
Sri Lanka,2016,Thisara Perera,1989-04-03,Left-handed,Medium seam,Sri Lankan
Sri Lanka,2016,Dasun Shanaka,1991-09-09,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2016,Milinda Siriwardana,1985-12-04,Left-handed,Orthodox spin,Sri Lankan
Sri Lanka,2016,Dushmantha Chameera,1992-01-11,Right-handed,Right-arm fast,Sri Lankan
Sri Lanka,2016,Rangana Herath,1978-03-19,Left-handed,Orthodox spin,Sri Lankan
Sri Lanka,2016,Nuwan Kulasekara,1982-07-22,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2016,Suranga Lakmal,1987-03-10,Right-handed,Fast seam,Sri Lankan
Sri Lanka,2016,Sachithra Senanayake,1985-02-09,Right-handed,Right-arm off break,Sri Lankan
Sri Lanka,2016,Jeffrey Vandersay,1990-02-05,Right-handed,Leg spin,Sri Lankan
Sri Lanka,2021,Dinesh Chandimal,1989-11-18,Right-handed,Off spin,Sri Lankan
Sri Lanka,2021,Avishka Fernando,1998-04-05,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2021,Pathum Nissanka,1998-05-18,Right-handed,,Sri Lankan
Sri Lanka,2021,Kusal Perera,1990-08-17,Left-handed,Left-arm medium,Sri Lankan
Sri Lanka,2021,Bhanuka Rajapaksa,1991-10-24,Left-handed,,Sri Lankan
Sri Lanka,2021,Dasun Shanaka,1991-09-09,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2021,Charith Asalanka,1997-06-29,Left-handed,Right-arm off spin,Sri Lankan
Sri Lanka,2021,Akila Dananjaya,1993-10-04,Left-handed,Off spin,Sri Lankan
Sri Lanka,2021,Dhananjaya de Silva,1991-09-06,Right-handed,Off spin,Sri Lankan
Sri Lanka,2021,Chamika Karunaratne,1996-05-29,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2021,Dushmantha Chameera,1992-01-11,Right-handed,Right-arm fast,Sri Lankan
Sri Lanka,2021,Binura Fernando,1995-07-12,Right-handed,,Sri Lankan
Sri Lanka,2021,Lahiru Kumara,1997-02-13,Left-handed,Fast seam,Sri Lankan
Sri Lanka,2021,Maheesh Theekshana,2000-08-01,Right-handed,Right-arm off spin,Sri Lankan
Sri Lanka,2022,Ashen Bandara,1998-11-23,Right-handed,Leg spin,Sri Lankan
Sri Lanka,2022,Kusal Mendis,1995-02-02,Right-handed,Leg spin,Sri Lankan
Sri Lanka,2022,Pathum Nissanka,1998-05-18,Right-handed,,Sri Lankan
Sri Lanka,2022,Bhanuka Rajapaksa,1991-10-24,Left-handed,,Sri Lankan
Sri Lanka,2022,Dasun Shanaka,1991-09-09,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2022,Charith Asalanka,1997-06-29,Left-handed,Right-arm off spin,Sri Lankan
Sri Lanka,2022,Dhananjaya de Silva,1991-09-06,Right-handed,Off spin,Sri Lankan
Sri Lanka,2022,Chamika Karunaratne,1996-05-29,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2022,Asitha Fernando,1997-07-31,Right-handed,,Sri Lankan
Sri Lanka,2022,Lahiru Kumara,1997-02-13,Left-handed,Fast seam,Sri Lankan
Sri Lanka,2022,Kasun Rajitha,1993-06-01,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2022,Maheesh Theekshana,2000-08-01,Right-handed,Right-arm off spin,Sri Lankan
Sri Lanka,2022,Jeffrey Vandersay,1990-02-05,Right-handed,Leg spin,Sri Lankan
Sri Lanka,2024,Kusal Mendis,1995-02-02,Right-handed,Leg spin,Sri Lankan
Sri Lanka,2024,Pathum Nissanka,1998-05-18,Right-handed,,Sri Lankan
Sri Lanka,2024,Sadeera Samarawickrama,1995-08-30,Right-handed,Wicket-keeper,Sri Lankan
Sri Lanka,2024,Wanindu Hasaranga,1997-07-29,Right-handed,Leg spin,Sri Lankan
Sri Lanka,2024,Charith Asalanka,1997-06-29,Left-handed,Right-arm off spin,Sri Lankan
Sri Lanka,2024,Dhananjaya de Silva,1991-09-06,Right-handed,Off spin,Sri Lankan
Sri Lanka,2024,Angelo Mathews,1987-06-02,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2024,Kamindu Mendis,1998-09-30,Left-handed,Off spin,Sri Lankan
Sri Lanka,2024,Dasun Shanaka,1991-09-09,Right-handed,Medium seam,Sri Lankan
Sri Lanka,2024,Dushmantha Chameera,1992-01-11,Right-handed,Right-arm fast,Sri Lankan
Sri Lanka,2024,Dilshan Madushanka,2000-09-18,Right-handed,Left-arm fast-medium,
Sri Lanka,2024,Matheesha Pathirana,2002-12-18,Right-handed,Right-arm fast,
Sri Lanka,2024,Maheesh Theekshana,2000-08-01,Right-handed,Right-arm off spin,Sri Lankan
Sri Lanka,2024,Nuwan Thushara,1994-08-06,Right-handed,Right-arm fast-medium,
Sri Lanka,2024,Dunith Wellalage,2003-01-09,Left-handed,Slow left-arm orthodox,
United Arab Emirates,2014,Khurram Khan,1971-06-21,Left-handed,Slow left-arm orthodox,Emirati
United Arab Emirates,2014,Amjad Ali,1979-09-25,Left-handed,Left-arm medium,Emirati
United Arab Emirates,2014,Faizan Asif,,,,
United Arab Emirates,2014,Swapnil Patil,1985-04-15,Right-handed,Wicket-keeper,Emirati
United Arab Emirates,2014,Rohan Mustafa,1988-10-07,Left-handed,Off spin,Emirati
United Arab Emirates,2014,Shaiman Anwar,1979-03-15,Right-handed,Leg spin,Emirati
United Arab Emirates,2014,Vikrant Shetty,,,,
United Arab Emirates,2014,Amjad Javed,1980-07-05,Right-handed,Right-arm medium-fast,Emirati
United Arab Emirates,2014,Ahmed Raza,1988-10-10,Right-handed,Orthodox spin,Emirati
United Arab Emirates,2014,Manjula Guruge,1981-02-14,Right-handed,Left-arm medium,Emirati
United Arab Emirates,2014,Kamran Shazad,1980-08-25,Right-handed,Right-arm medium,Emirati
United Arab Emirates,2014,Sharif Asadullah,,,,
United Arab Emirates,2014,Shadeep Silva,,,,
United Arab Emirates,2014,Moaaz Qazi,,,,
United Arab Emirates,2014,Rohit Singh,,,,
United Arab Emirates,2022,CP Rizwan,1988-04-19,Right-handed,Leg spin,Emirati
United Arab Emirates,2022,Vriitya Aravind,2002-06-11,Right-handed,,Emirati
United Arab Emirates,2022,Basil Hameed,,Right-handed,Medium seam,
United Arab Emirates,2022,Chirag Suri,1995-02-18,Right-handed,Off spin,Emirati
United Arab Emirates,2022,Muhammad Waseem,,,,
United Arab Emirates,2022,Alishan Sharafu,2003-01-10,Right-handed,Medium seam,Emirati
United Arab Emirates,2022,Aayan Afzal Khan,,,,
United Arab Emirates,2022,Fahad Nawaz,2000-01-15,Right-handed,Orthodox spin,Emirati
United Arab Emirates,2022,Kashif Daud,,Right-handed,Medium seam,
United Arab Emirates,2022,Ahmed Raza,1988-10-10,Right-handed,Orthodox spin,Emirati
United Arab Emirates,2022,Aryan Lakra,,,,
United Arab Emirates,2022,Junaid Siddique,1987-10-30,Left-handed,,Bangladeshi
United Arab Emirates,2022,Karthik Meiyappan,,,,
United Arab Emirates,2022,Sabir Ali,,,,
United Arab Emirates,2022,Zahoor Khan,1989-05-25,Right-handed,Medium seam,Emirati
Uganda,2024,Fred Achelam,2001-01-27,Right-handed,,
Uganda,2024,Roger Mukasa,1989-05-22,Right-handed,Right-arm off break,
Uganda,2024,Robinson Obuya,2000-12-12,Right-handed,,
Uganda,2024,Ronak Patel,1988-08-18,Right-handed,Slow left-arm orthodox,
Uganda,2024,Simon Ssesazi,1996-06-06,Left-handed,Right-arm slow,
Uganda,2024,Riazat Ali Shah,1998-02-20,Right-handed,Right-arm medium,
Uganda,2024,Dinesh Nakrani,1991-09-21,Left-handed,Left-arm medium,
Uganda,2024,Frank Nsubuga,1980-08-20,Right-handed,Slow left-arm orthodox,
Uganda,2024,Alpesh Ramjani,1994-09-24,Left-handed,Slow left-arm orthodox,
Uganda,2024,Kenneth Waiswa,1998-11-11,Right-handed,Right-arm medium,
Uganda,2024,Brian Masaba,1991-09-22,Right-handed,Right-arm fast-medium,
Uganda,2024,Bilal Hassan,1990-04-15,Right-handed,Right-arm medium-fast,
Uganda,2024,Cosmas Kyewuta,2001-12-28,Right-handed,Right-arm medium,
Uganda,2024,Juma Miyagi,2003-04-05,Right-handed,Right-arm medium,
Uganda,2024,Henry Ssenyondo,1993-08-12,Right-handed,Slow left-arm orthodox,
United States of America,2024,Monank Patel,1993-05-01,Right-handed,,American
United States of America,2024,Aaron Jones,1994-10-19,Right-handed,Leg spin,American
United States of America,2024,Andries Gous,1994-11-24,Right-handed,,
United States of America,2024,Nitish Kumar,1994-05-21,Right-handed,Right-arm medium,Canadian
United States of America,2024,Shayan Jahangir,1994-12-24,Right-handed,Right-arm fast-medium,
United States of America,2024,Steven Taylor,1993-11-09,Left-handed,Off spin,American
United States of America,2024,Corey Anderson,,Left-handed,Left-arm medium,
United States of America,2024,Harmeet Singh,,,,
United States of America,2024,Milind Kumar,1991-02-15,Right-handed,Right-arm off break,
United States of America,2024,Nisarg Patel,1988-04-20,Right-handed,Orthodox spin,American
United States of America,2024,Shadley van Schalkwyk,1988-07-05,Left-handed,Right-arm medium,
United States of America,2024,Ali Khan,,Right-handed,,
United States of America,2024,Jasdeep Singh,1993-02-10,Right-handed,Medium seam,American
United States of America,2024,Nosthush Kenjige,1991-03-02,Right-handed,Orthodox spin,American
United States of America,2024,Saurabh Netravalkar,1991-10-16,Right-handed,Fast seam,
West Indies,2007,Ramnaresh Sarwan,1980-06-23,Right-handed,Leg spin,West Indian
West Indies,2007,Shivnarine Chanderpaul,1974-08-16,Left-handed,Leg spin,West Indian
West Indies,2007,Narsingh Deonarine,1983-08-16,Right-handed,,West Indian
West Indies,2007,Runako Morton,,,,
West Indies,2007,Denesh Ramdin,1985-03-13,Right-handed,Wicket-keeper,West Indian
West Indies,2007,Marlon Samuels,1981-02-05,Right-handed,Off spin,West Indian
West Indies,2007,Devon Smith,1981-10-21,Left-handed,Right-arm off break,West Indian
West Indies,2007,Dwayne Bravo,1983-10-07,Right-handed,Medium seam,West Indian
West Indies,2007,Chris Gayle,1979-09-21,Left-handed,Off spin,West Indian
West Indies,2007,Daren Sammy,1983-12-20,Right-handed,,West Indian
West Indies,2007,Dwayne Smith,1983-04-12,Right-handed,Right-arm medium,West Indian
West Indies,2007,Pedro Collins,1976-08-12,Right-handed,Left-arm fast-medium,Barbados
West Indies,2007,Fidel Edwards,,,,
West Indies,2007,Daren Powell,1978-04-15,Right-handed,Right-arm fast-medium,Jamaican
West Indies,2007,Ravi Rampaul,1984-10-15,Right-handed,Fast seam,West Indian
West Indies,2009,Denesh Ramdin,1985-03-13,Right-handed,Wicket-keeper,West Indian
West Indies,2009,Shivnarine Chanderpaul,1974-08-16,Left-handed,Leg spin,West Indian
